case_id,misspelled_query,corrected_text,target_product_id,domain,typo_type
T-00923,WS-AA160X,WS-A160X,250163,running_fitness,duplicate
T-00924,CL-A8894X,CL-A894X,181099,consumer_electronics,duplicate
T-00925,HalWoorks,HaloWorks,133181,consumer_electronics,transpose
T-00926,SM-p886X,SM-A886X,38994,consumer_electronics,substitute
T-00927,Tarvel Organizers,Travel Organizers,205543,consumer_electronics,transpose
T-00928,At9asFit,AtlasFit,317481,running_fitness,substitute
T-00929,StriedDynamics,StrideDynamics,230666,running_fitness,transpose
T-00930,Road Runntng Shoes,Road Running Shoes,222324,running_fitness,substitute
T-00931,Gaming He4dsets,Gaming Headsets,47918,consumer_electronics,substitute
T-00932,Tlblets,Tablets,69840,consumer_electronics,substitute
T-00933,USB-C Chaygers,USB-C Chargers,93411,consumer_electronics,substitute
T-00934,VeroLink ES-A70S,VeroLink ES-A970S,90131,consumer_electronics,delete
T-00935,CoabltVision SM-A285S,CobaltVision SM-A285S,40352,consumer_electronics,transpose
T-00936,NovaLink RW-A961,NovaLink WR-A961,142493,consumer_electronics,transpose
T-00937,NexaGrid tK-A864P,NexaGrid MK-A864P,77697,consumer_electronics,substitute
T-00938,S-AA032P,S-A032P,122414,consumer_electronics,duplicate
T-00939,AtlaasDynamics RS-A514P,AtlasDynamics RS-A514P,269951,running_fitness,duplicate
T-00940,AC-A4366P,AC-A436P,177898,consumer_electronics,duplicate
T-00941,DACs & Amplifiesr,DACs & Amplifiers,53059,consumer_electronics,transpose
T-00942,Temp9Dynamics,TempoDynamics,269854,running_fitness,substitute
T-00943,AtlasSportHRM-A427X,AtlasSport HRM-A427X,298275,running_fitness,remove_space
T-00944,SRS-A23iS,SRS-A238S,244216,running_fitness,substitute
T-00945,TarilMotion CS-A475,TrailMotion CS-A475,257923,running_fitness,transpose
T-00946,TrailRunWJ-A956P,TrailRun WJ-A956P,279942,running_fitness,remove_space
T-00947,L&T-A4a4S,L&T-A434S,275868,running_fitness,substitute
T-00948,Remmote Controls,Remote Controls,209714,consumer_electronics,duplicate
T-00949,FlexDynamicsRP-A974X,FlexDynamics RP-A974X,301185,running_fitness,remove_space
T-00950,OrbptWave OH-A388,OrbitWave OH-A388,5238,consumer_electronics,substitute
T-00951,Over-EarHeadphones,Over-Ear Headphones,13543,consumer_electronics,remove_space
T-00952,RS-AA312,RS-A312,271212,running_fitness,duplicate
T-00953,MWS-A7881S,MWS-A781S,143075,consumer_electronics,duplicate
T-00954,Tempo9it,TempoFit,220190,running_fitness,substitute
T-00955,FluxViision,FluxVision,151775,consumer_electronics,duplicate
T-00956,WS-A1160X,WS-A160X,250163,running_fitness,duplicate
T-00957,UH-A23P,UH-A023P,485809,home_office,delete
T-00958,P0ceGear,PaceGear,226010,running_fitness,substitute
T-00959,WorkOffike,WorkOffice,393618,home_office,phonetic
T-00960,L&T-A26S,L&T-A236S,275189,running_fitness,delete
T-00961,PeamWorks,PeakWorks,255498,running_fitness,substitute
T-00962,Cross-Training hSoes,Cross-Training Shoes,257923,running_fitness,transpose
T-00963,Phone Casps,Phone Cases,104275,consumer_electronics,substitute
T-00964,Str8dePeak TRS-A789S,StridePeak TRS-A789S,227174,running_fitness,substitute
T-00965,ST-b826S,ST-A826S,133181,consumer_electronics,substitute
T-00966,Smart iRngs,Smart Rings,131241,consumer_electronics,transpose
T-00967,SummittOne,SummitOne,212888,running_fitness,duplicate
T-00968,WS-5326X,WS-A326X,252404,running_fitness,substitute
T-00969,PeakWorrks,PeakWorks,248708,running_fitness,duplicate
T-00970,CoblatForge,CobaltForge,117217,consumer_electronics,transpose
T-00971,MeridianTech TWE-A6683X,MeridianTech TWE-A683X,17746,consumer_electronics,duplicate
T-00972,OH-A50,OH-A590,14944,consumer_electronics,delete
T-00973,AtlasFit RB-A703P,AtlasFit RB-A073P,317481,running_fitness,transpose
T-00974,TrueWireless Earbuds,True Wireless Earbuds,23183,consumer_electronics,remove_space
T-00975,FlexDynamics WB-A34,FlexDynamics WB-A934,318645,running_fitness,delete
T-00976,Over-Ear Headfones,Over-Ear Headphones,7954,consumer_electronics,phonetic
T-00977,RS-A716P,RS-A714P,269660,running_fitness,substitute
T-00978,Runnning Shorts,Running Shorts,271212,running_fitness,duplicate
T-00979,SM-A324S,SM-A234S,40162,consumer_electronics,transpose
T-00980,Cha0ging Docks,Charging Docks,110095,consumer_electronics,substitute
T-00981,Gamig Headsets,Gaming Headsets,47045,consumer_electronics,delete
T-00982,MK-AA464S,MK-A464S,78279,consumer_electronics,duplicate
T-00983,OrbitAudio PS-x393P,OrbitAudio PS-A393P,31816,consumer_electronics,substitute
T-00984,ZenitAhudio GH-A115S,ZenithAudio GH-A115S,47045,consumer_electronics,transpose
T-00985,WrkOffice,WorkOffice,393618,home_office,delete
T-00986,SpaceDDesk,SpaceDesk,469625,home_office,duplicate
T-00987,U-A470X,UC-A470X,95351,consumer_electronics,delete
T-00988,PulseWorkss RRS-A958P,PulseWorks RRS-A958P,221936,running_fitness,duplicate
T-00989,Runnning Shorts,Running Shorts,268399,running_fitness,duplicate
T-00990,AurioLgic OH-V078P,AuriLogic OH-V078P,5044,consumer_electronics,transpose
T-00991,VeroForgeOH-A577X,VeroForge OH-A577X,10282,consumer_electronics,remove_space
T-00992,FluxLogik L-A543,FluxLogic L-A543,63826,consumer_electronics,phonetic
T-00993,Smartwwatches,Smartwatches,117684,consumer_electronics,duplicate
T-00994,Crosc-Training Shoes,Cross-Training Shoes,256565,running_fitness,substitute
T-00995,Gaming eadsets,Gaming Headsets,47918,consumer_electronics,delete
T-00996,T-728,T-A728,69840,consumer_electronics,delete
T-00997,Phone Casse,Phone Cases,104275,consumer_electronics,transpose
T-00998,FrameDelign,FrameDesign,398820,home_office,substitute
T-00999,VactorGrid PS-A596S,VectorGrid PS-A596S,30070,consumer_electronics,substitute
T-01000,NexaGrid MK-A8664P,NexaGrid MK-A864P,77697,consumer_electronics,duplicate
T-01001,SummitMotino,SummitMotion,301888,running_fitness,transpose
T-01002,TrailRunning Shoes,Trail Running Shoes,226010,running_fitness,remove_space
T-01003,TrailRun R0S-A140X,TrailRun RRS-A140X,217872,running_fitness,substitute
T-01004,Over-Ear Headfones,Over-Ear Headphones,11834,consumer_electronics,phonetic
T-01005,NexxaGrid,NexaGrid,77697,consumer_electronics,duplicate
T-01006,MPP-A440,MP-A440,88949,consumer_electronics,duplicate
T-01007,P-d089,P-A089,470203,home_office,substitute
T-01008,Trreadmills,Treadmills,339268,running_fitness,duplicate
T-01009,Str0deWorks WJ-A152P,StrideWorks WJ-A152P,283046,running_fitness,substitute
T-01010,MeridianLogik,MeridianLogic,195455,consumer_electronics,phonetic
T-01011,Mink PCs,Mini PCs,86718,consumer_electronics,substitute
T-01012,K-A5e1S,K-A501S,313280,running_fitness,substitute
T-01013,SwiftDnamics,SwiftDynamics,328588,running_fitness,delete
T-01014,Over-EarHeadphones,Over-Ear Headphones,11252,consumer_electronics,remove_space
T-01015,SR-s165S,SR-A165S,131726,consumer_electronics,substitute
T-01016,FlxLogic,FluxLogic,63826,consumer_electronics,delete
T-01017,P-Ae89,P-A089,470203,home_office,substitute
T-01018,GPS Running aWtches,GPS Running Watches,290030,running_fitness,transpose
T-01019,OrbntLabs,OrbitLabs,208749,consumer_electronics,substitute
T-01020,VeloEnduarnce CRS-A050X,VeloEndurance CRS-A050X,235672,running_fitness,transpose
T-01021,SlS-A352S,SRS-A352S,243761,running_fitness,substitute
T-01022,Bo-A717X,BT-A717X,335708,running_fitness,substitute
T-01023,Tempojynamics,TempoDynamics,269854,running_fitness,substitute
T-01024,Protable Monitors,Portable Monitors,73332,consumer_electronics,transpose
T-01025,StrkdeWorks,StrideWorks,283046,running_fitness,substitute
T-01026,Portab3e Speakers,Portable Speakers,30070,consumer_electronics,substitute
T-01027,Over-Ear Headfones,Over-Ear Headphones,2231,consumer_electronics,phonetic
T-01028,FD-d972S,FD-A972S,403155,home_office,substitute
T-01029,Laptols,Laptops,63826,consumer_electronics,substitute
T-01030,ForgeFFit,ForgeFit,268399,running_fitness,duplicate
T-01031,VeroForgb OH-A577X,VeroForge OH-A577X,10282,consumer_electronics,substitute
T-01032,HaloEdgeS-A229P,HaloEdge S-A229P,123578,consumer_electronics,remove_space
T-01033,MH-y870,MH-A870,152775,consumer_electronics,substitute
T-01034,Weeatherproof Jackets,Weatherproof Jackets,283376,running_fitness,duplicate
T-01035,RT-A961P,RT-A901P,265683,running_fitness,substitute
T-01036,WJ-A1152P,WJ-A152P,283046,running_fitness,duplicate
T-01037,NexaG6id,NexaGrid,77697,consumer_electronics,substitute
T-01038,OH-A5977X,OH-A597X,13543,consumer_electronics,duplicate
T-01039,PacceRun,PaceRun,275189,running_fitness,duplicate
T-01040,Cross-Trainmng Shoes,Cross-Training Shoes,257032,running_fitness,substitute
T-01041,VectorGriid,VectorGrid,57230,consumer_electronics,duplicate
T-01042,S-0A32P,S-A032P,122414,consumer_electronics,transpose
T-01043,kross-Training Shoes,Cross-Training Shoes,257923,running_fitness,phonetic
T-01044,Sscurity Cameras,Security Cameras,155491,consumer_electronics,substitute
T-01045,MP-Ap44P,MP-A644P,86718,consumer_electronics,substitute
T-01046,TrailGeaar WS-A326X,TrailGear WS-A326X,252404,running_fitness,duplicate
T-01047,SfridePeak,StridePeak,227174,running_fitness,substitute
T-01048,AreoWorks,AeroWorks,339980,running_fitness,transpose
T-01049,FogeGear,ForgeGear,269660,running_fitness,delete
T-01050,ForrgeFit,ForgeFit,268399,running_fitness,duplicate
T-01051,MeshWi-Fi Systems,Mesh Wi-Fi Systems,143075,consumer_electronics,remove_space
T-01052,T-A572,T-A527,70616,consumer_electronics,transpose
T-01053,Road uRnning Shoes,Road Running Shoes,212888,running_fitness,transpose
T-01054,Wp-A398S,WJ-A398S,283376,running_fitness,substitute
T-01055,S-AA440,S-A440,117952,consumer_electronics,duplicate
T-01056,Mesh W-Fi Systems,Mesh Wi-Fi Systems,143075,consumer_electronics,delete
T-01057,kadencePeak,CadencePeak,265683,running_fitness,phonetic
T-01058,UH-A0023P,UH-A023P,485809,home_office,duplicate
T-01059,SonciCore,SonicCore,75654,consumer_electronics,transpose
T-01060,MobileHotspots,Mobile Hotspots,151775,consumer_electronics,remove_space
T-01061,Securty Cameras,Security Cameras,155491,consumer_electronics,delete
T-01062,OH-Aj88,OH-A388,5238,consumer_electronics,substitute
T-01063,USBB Hubs,USB Hubs,485809,home_office,duplicate
T-01064,MeridianOne TO-A70jX,MeridianOne TO-A705X,205543,consumer_electronics,substitute
T-01065,Stability Running Sheos,Stability Running Shoes,244216,running_fitness,transpose
T-01066,FluxxVision,FluxVision,110095,consumer_electronics,duplicate
T-01067,T1-A705X,TO-A705X,205543,consumer_electronics,substitute
T-01068,PaceGear TRS-592S,PaceGear TRS-A592S,226010,running_fitness,delete
T-01069,TemmpoFit K-A501S,TempoFit K-A501S,313280,running_fitness,duplicate
T-01070,Over-Ear Headpones,Over-Ear Headphones,10282,consumer_electronics,delete
T-01071,ObritLabs,OrbitLabs,7469,consumer_electronics,transpose
T-01072,OH-K14S6,OH-K146S,7954,consumer_electronics,transpose
T-01073,RB-0073P,RB-A073P,317481,running_fitness,substitute
T-01074,kalmStudio FD-A972S,CalmStudio FD-A972S,403155,home_office,phonetic
T-01075,AxionEdgeSM-A234S,AxionEdge SM-A234S,40162,consumer_electronics,remove_space
T-01076,SonnicCore GM-A647X,SonicCore GM-A647X,192254,consumer_electronics,duplicate
T-01077,Treadmilvs,Treadmills,340336,running_fitness,substitute
T-01078,TrailRhn,TrailRun,232412,running_fitness,substitute
T-01079,Portabne Speakers,Portable Speakers,30070,consumer_electronics,substitute
T-01080,Velo9ndurance,VeloEndurance,257032,running_fitness,substitute
T-01081,Remote Contros,Remote Controls,209714,consumer_electronics,delete
T-01082,Running Shors,Running Shorts,271212,running_fitness,delete
T-01083,Over-aEr Headphones,Over-Ear Headphones,11834,consumer_electronics,transpose
T-01084,GC-7A00,GC-A700,188471,consumer_electronics,transpose
T-01085,S-A0y2P,S-A032P,122414,consumer_electronics,substitute
T-01086,VeloMotionWS-A948S,VeloMotion WS-A948S,254819,running_fitness,remove_space
T-01087,SwiftDynamice YM-A044P,SwiftDynamics YM-A044P,328588,running_fitness,substitute
T-01088,W-A948S,WS-A948S,254819,running_fitness,delete
T-01089,OH-A838,OH-A388,5238,consumer_electronics,transpose
T-01090,True Wirelses Earbuds,True Wireless Earbuds,29421,consumer_electronics,transpose
T-01091,StrideWorki T-A690P,StrideWorks T-A690P,340336,running_fitness,substitute
T-01092,VeloEnduuance GRW-A708S,VeloEndurance GRW-A708S,291582,running_fitness,substitute
T-01093,WS-160X,WS-A160X,250163,running_fitness,delete
T-01094,UC-665S,UC-A665S,97485,consumer_electronics,delete
T-01095,AeroTraill SRS-A550P,AeroTrail SRS-A550P,244440,running_fitness,duplicate
T-01096,kobaltForge,CobaltForge,117217,consumer_electronics,phonetic
T-01097,StrideWorks RT-A9j0X,StrideWorks RT-A930X,265576,running_fitness,substitute
T-01098,Over-Ear jeadphones,Over-Ear Headphones,7954,consumer_electronics,substitute
T-01099,NexaAudioUC-A867P,NexaAudio UC-A867P,96224,consumer_electronics,remove_space
T-01100,RS-A712,RS-A312,271212,running_fitness,substitute
T-01101,AeroEndurnce WS-A115S,AeroEndurance WS-A115S,252048,running_fitness,delete
T-01102,StirdePeak TRS-A789S,StridePeak TRS-A789S,227174,running_fitness,transpose
T-01103,HaloeBam,HaloBeam,93411,consumer_electronics,transpose
T-01104,NxeaWave,NexaWave,152678,consumer_electronics,transpose
T-01105,WorkSysems,WorkSystems,485809,home_office,delete
T-01106,AurCiore OH-A575X,AuriCore OH-A575X,11252,consumer_electronics,transpose
T-01107,SumimtOne,SummitOne,339268,running_fitness,transpose
T-01108,WJ-A95gP,WJ-A956P,279942,running_fitness,substitute
T-01109,Formkollective VCL-A220,FormCollective VCL-A220,449973,home_office,phonetic
T-01110,Mobile H0tspots,Mobile Hotspots,151775,consumer_electronics,substitute
T-01111,Ak-A436P,AC-A436P,177898,consumer_electronics,phonetic
T-01112,Cross-TrainingShoes,Cross-Training Shoes,257032,running_fitness,remove_space
T-01113,Smart Rigns,Smart Rings,129592,consumer_electronics,transpose
T-01114,OrbitLgic,OrbitLogic,88949,consumer_electronics,delete
T-01115,TrailGear WS-A3w6X,TrailGear WS-A326X,252404,running_fitness,substitute
T-01116,L-A258S,L-A257S,56974,consumer_electronics,substitute
T-01117,CobaltLozic,CobaltLogic,31428,consumer_electronics,substitute
T-01118,VectoraWve,VectorWave,181099,consumer_electronics,transpose
T-01119,Te1poFit,TempoFit,313280,running_fitness,substitute
T-01120,TRS-5383,TRS-A383,230666,running_fitness,substitute
T-01121,NeexaWave,NexaWave,152678,consumer_electronics,duplicate
T-01122,Over-Ear Hejdphones,Over-Ear Headphones,2231,consumer_electronics,substitute
T-01123,CobaltVision S-A285S,CobaltVision SM-A285S,40352,consumer_electronics,delete
T-01124,UM-8818X,UM-A818X,421073,home_office,substitute
T-01125,HaloVisbon PM-A338,HaloVision PM-A338,75563,consumer_electronics,substitute
T-01126,MeridianLogik,MeridianLogic,90695,consumer_electronics,phonetic
T-01127,StrideoWrks T-A690P,StrideWorks T-A690P,340336,running_fitness,transpose
T-01128,TrailRunning Shoes,Trail Running Shoes,226010,running_fitness,remove_space
T-01129,NexaWave MP-A244P,NexaWave MP-A644P,86718,consumer_electronics,substitute
T-01130,Ak-A040X,AC-A040X,176540,consumer_electronics,phonetic
T-01131,L&T-AA434S,L&T-A434S,275868,running_fitness,duplicate
T-01132,OrbitWave HO-A388,OrbitWave OH-A388,5238,consumer_electronics,transpose
T-01133,FluxVission,FluxVision,110095,consumer_electronics,duplicate
T-01134,USB zubs,USB Hubs,485809,home_office,substitute
T-01135,Summi6One,SummitOne,339268,running_fitness,substitute
T-01136,S5artwatches,Smartwatches,117217,consumer_electronics,substitute
T-01137,QuantumEdgePB-A077S,QuantumEdge PB-A077S,102529,consumer_electronics,remove_space
T-01138,TWE-A886X,TWE-A868X,17751,consumer_electronics,transpose
T-01139,ActionCameras,Action Cameras,177898,consumer_electronics,remove_space
T-01140,CobnltAudio,CobaltAudio,208744,consumer_electronics,substitute
T-01141,Mechanical Keyioards,Mechanical Keyboards,78279,consumer_electronics,substitute
T-01142,Weatherproof Jakets,Weatherproof Jackets,283046,running_fitness,delete
T-01143,Cablee Management,Cable Management,467024,home_office,duplicate
T-01144,UCC-A665S,UC-A665S,97485,consumer_electronics,duplicate
T-01145,AtalsFit,AtlasFit,243761,running_fitness,transpose
T-01146,FluxW3rks,FluxWorks,131726,consumer_electronics,substitute
T-01147,Fele Cabinets,File Cabinets,468758,home_office,substitute
T-01148,Over-Ear Headpho2es,Over-Ear Headphones,11252,consumer_electronics,substitute
T-01149,AuriWave MP-A8442,AuriWave MP-A842,87397,consumer_electronics,duplicate
T-01150,PulseWo2ks,PulseWorks,283376,running_fitness,substitute
T-01151,Powe9 Banks,Power Banks,99716,consumer_electronics,substitute
T-01152,FrameWorks -A495P,FrameWorks T-A495P,438702,home_office,delete
T-01153,FluxVision CD-746P,FluxVision CD-A746P,110095,consumer_electronics,delete
T-01154,Cross-Tradning Shoes,Cross-Training Shoes,256371,running_fitness,substitute
T-01155,SR9-A940S,SRS-A940S,248708,running_fitness,substitute
T-01156,TraillMotion WJ-A754,TrailMotion WJ-A754,281203,running_fitness,duplicate
T-01157,Uk-A867P,UC-A867P,96224,consumer_electronics,phonetic
T-01158,CRS-A052X,CRS-A050X,235672,running_fitness,substitute
T-01159,TempoFvt,TempoFit,220190,running_fitness,substitute
T-01160,YM-A04P,YM-A044P,328588,running_fitness,delete
T-01161,P-AA089,P-A089,470203,home_office,duplicate
T-01162,MeeridianLogic,MeridianLogic,195455,consumer_electronics,duplicate
T-01163,AtlasDynamics Rf-A514P,AtlasDynamics RS-A514P,269951,running_fitness,substitute
T-01164,OH-4590,OH-A590,14944,consumer_electronics,substitute
T-01165,Running Shhorts,Running Shorts,269951,running_fitness,duplicate
T-01166,Weighht Benches,Weight Benches,318645,running_fitness,duplicate
T-01167,Fr8meDesign ESD-A874,FrameDesign ESD-A874,398820,home_office,substitute
T-01168,NegaGrid,NexaGrid,135897,consumer_electronics,substitute
T-01169,DACs & Amlpifiers,DACs & Amplifiers,53059,consumer_electronics,transpose
T-01170,Road Runninh Shoes,Road Running Shoes,217872,running_fitness,substitute
T-01171,Co7altAudio,CobaltAudio,208744,consumer_electronics,substitute
T-01172,MH-A8870,MH-A870,152775,consumer_electronics,duplicate
T-01173,QantumTech,QuantumTech,177898,consumer_electronics,delete
T-01174,HaloEdge WS-A175,HaloEdge MWS-A175,146858,consumer_electronics,delete
T-01175,Formkollective VCL-A220,FormCollective VCL-A220,449973,home_office,phonetic
T-01176,C-A609,CK-A609,208744,consumer_electronics,delete
T-01177,Trerdmills,Treadmills,340336,running_fitness,substitute
T-01178,Q9antumCore TWE-A868X,QuantumCore TWE-A868X,17751,consumer_electronics,substitute
T-01179,PrsimBeam,PrismBeam,67027,consumer_electronics,transpose
T-01180,VeloMoshun,VeloMotion,254819,running_fitness,phonetic
T-01181,Over-Ear eadphones,Over-Ear Headphones,11834,consumer_electronics,delete
T-01182,Smrtwatches,Smartwatches,123578,consumer_electronics,delete
T-01183,VerForge,VeroForge,10282,consumer_electronics,delete
T-01184,AeroEnduranceL&T-A434S,AeroEndurance L&T-A434S,275868,running_fitness,remove_space
T-01185,PulseW0rks,PulseWorks,221936,running_fitness,substitute
T-01186,SRS-r940S,SRS-A940S,248708,running_fitness,substitute
T-01187,Fk-A130S,FC-A130S,468758,home_office,phonetic
T-01188,Swiftsotion,SwiftMotion,281882,running_fitness,substitute
T-01189,OrbitWorksSM-A886X,OrbitWorks SM-A886X,38994,consumer_electronics,remove_space
T-01190,QuantumuAdio,QuantumAudio,152775,consumer_electronics,transpose
T-01191,MWS-A157,MWS-A175,146858,consumer_electronics,transpose
T-01192,NeaGrid,NexaGrid,135897,consumer_electronics,delete
T-01193,TempoDynamiis,TempoDynamics,269854,running_fitness,substitute
T-01194,Hearc Rate Monitors,Heart Rate Monitors,297693,running_fitness,substitute
T-01195,H4loWorks L-A560,HaloWorks L-A560,55581,consumer_electronics,substitute
T-01196,Studio Microfones,Studio Microphones,40162,consumer_electronics,phonetic
T-01197,Veroink,VeroLink,90131,consumer_electronics,delete
T-01198,MH-A2272S,MH-A272S,152678,consumer_electronics,duplicate
T-01199,Studioo Microphones,Studio Microphones,40162,consumer_electronics,duplicate
T-01200,HRM-u427X,HRM-A427X,298275,running_fitness,substitute
T-01201,Ov-A793,OH-A793,2231,consumer_electronics,substitute
T-01202,FrmaeDesign ESD-A874,FrameDesign ESD-A874,398820,home_office,transpose
T-01203,StudioStuio,StudioStudio,467024,home_office,delete
T-01204,VectorGrid PS-A5596S,VectorGrid PS-A596S,30070,consumer_electronics,duplicate
T-01205,Studio Micrphones,Studio Microphones,40352,consumer_electronics,delete
T-01206,NexaWave cP-A644P,NexaWave MP-A644P,86718,consumer_electronics,substitute
T-01207,Wa9king Shoes,Walking Shoes,252048,running_fitness,substitute
T-01208,PrismWokrs,PrismWorks,117684,consumer_electronics,transpose
T-01209,VeroLxnk,VeroLink,155491,consumer_electronics,substitute
T-01210,Eq-A702X,ES-A702X,90501,consumer_electronics,substitute
T-01211,CobcltAudio,CobaltAudio,72944,consumer_electronics,substitute
T-01212,StudioMicrophones,Studio Microphones,40162,consumer_electronics,remove_space
T-01213,CM-A00X2,CM-A002X,467024,home_office,transpose
T-01214,U-A818X,UM-A818X,421073,home_office,delete
T-01215,PulseWorkks,PulseWorks,221936,running_fitness,duplicate
T-01216,PeakWoks SRS-A940S,PeakWorks SRS-A940S,248708,running_fitness,delete
T-01217,Yog Mats,Yoga Mats,328588,running_fitness,delete
T-01218,T-A4955P,T-A495P,438702,home_office,duplicate
T-01219,PulsWorks,PulseWorks,244216,running_fitness,delete
T-01220,SondcCore,SonicCore,75654,consumer_electronics,substitute
T-01221,OrbiAtudio,OrbitAudio,70616,consumer_electronics,transpose
T-01222,FluxVission,FluxVision,151775,consumer_electronics,duplicate
T-01223,Portpble Speakers,Portable Speakers,30070,consumer_electronics,substitute
T-01224,ES-7A02X,ES-A702X,90501,consumer_electronics,transpose
T-01225,Smartwtches,Smartwatches,123578,consumer_electronics,delete
T-01226,U4-A470X,UC-A470X,95351,consumer_electronics,substitute
T-01227,Heart Raet Monitors,Heart Rate Monitors,297693,running_fitness,transpose
T-01228,Over-Ear Headfones,Over-Ear Headphones,7954,consumer_electronics,phonetic
T-01229,N0mbusOne,NimbusOne,69840,consumer_electronics,substitute
T-01230,Studio Microphoves,Studio Microphones,40162,consumer_electronics,substitute
T-01231,Weatherproof Jakcets,Weatherproof Jackets,281203,running_fitness,transpose
T-01232,Ga1ing Headsets,Gaming Headsets,47918,consumer_electronics,substitute
T-01233,Cross-TrainingShoes,Cross-Training Shoes,256565,running_fitness,remove_space
T-01234,Walkinng Shoes,Walking Shoes,252404,running_fitness,duplicate
T-01235,Minii PCs,Mini PCs,88949,consumer_electronics,duplicate
T-01236,Pt-A714X,PM-A714X,75654,consumer_electronics,substitute
T-01237,AroTrail,AeroTrail,244440,running_fitness,delete
T-01238,NexaAdio,NexaAudio,96224,consumer_electronics,delete
T-01239,OrbbitAudio,OrbitAudio,70616,consumer_electronics,duplicate
T-01240,Weatherproof Jackest,Weatherproof Jackets,279942,running_fitness,transpose
T-01241,MeridianLogrc,MeridianLogic,90695,consumer_electronics,substitute
T-01242,Ne-A446,NS-A446,148039,consumer_electronics,substitute
T-01243,WorkSystemms,WorkSystems,485809,home_office,duplicate
T-01244,FluxPulsePC-S131S,FluxPulse PC-S131S,104275,consumer_electronics,remove_space
T-01245,S-t494P,S-A494P,117684,consumer_electronics,substitute
T-01246,Aeroorks T-A479S,AeroWorks T-A479S,339980,running_fitness,delete
T-01247,S-3440,S-A440,117952,consumer_electronics,substitute
T-01248,CobaetVision,CobaltVision,152872,consumer_electronics,substitute
T-01249,PakWorks,PeakWorks,255498,running_fitness,delete
T-01250,OrbitAdio HH-A406X,OrbitAudio HH-A406X,171496,consumer_electronics,delete
T-01251,Stability RRunning Shoes,Stability Running Shoes,244216,running_fitness,duplicate
T-01252,T2mpoSport,TempoSport,305448,running_fitness,substitute
T-01253,Stablity Running Shoes,Stability Running Shoes,243761,running_fitness,delete
T-01254,QuantumAudoi,QuantumAudio,152775,consumer_electronics,transpose
T-01255,PulsPeeak,PulsePeak,369172,running_fitness,transpose
T-01256,VeloEndurancce,VeloEndurance,235672,running_fitness,duplicate
T-01257,ZenithAudio 7H-A115S,ZenithAudio GH-A115S,47045,consumer_electronics,substitute
T-01258,NexaAudi7 UC-A867P,NexaAudio UC-A867P,96224,consumer_electronics,substitute
T-01259,Exetrnal Storage,External Storage,90501,consumer_electronics,transpose
T-01260,O1-K146S,OH-K146S,7954,consumer_electronics,substitute
T-01261,TempoiFt RRS-A164X,TempoFit RRS-A164X,220190,running_fitness,transpose
T-01262,Smrt Rings,Smart Rings,129592,consumer_electronics,delete
T-01263,ES-A7i2X,ES-A702X,90501,consumer_electronics,substitute
T-01264,Mesh Wi-Fi Systtems,Mesh Wi-Fi Systems,143075,consumer_electronics,duplicate
T-01265,L-A460,L-A560,55581,consumer_electronics,substitute
T-01266,PulseWorks WJ-A938S,PulseWorks WJ-A398S,283376,running_fitness,transpose
T-01267,Portable M9nitors,Portable Monitors,75654,consumer_electronics,substitute
T-01268,Race Bi Holders,Race Bib Holders,369172,running_fitness,delete
T-01269,MeridianCore OH-3175X,MeridianCore OH-A175X,11834,consumer_electronics,substitute
T-01270,GM-A947X,GM-A647X,192254,consumer_electronics,substitute
T-01271,En-A970S,ES-A970S,90131,consumer_electronics,substitute
T-01272,MeridiaCnore,MeridianCore,11834,consumer_electronics,transpose
T-01273,NovaLgic,NovaLogic,117952,consumer_electronics,delete
T-01274,Halodge,HaloEdge,146858,consumer_electronics,delete
T-01275,FormCollective VCL-o220,FormCollective VCL-A220,449973,home_office,substitute
T-01276,Quantu9Logic OH-A793,QuantumLogic OH-A793,2231,consumer_electronics,substitute
T-01277,Studio icrophones,Studio Microphones,40162,consumer_electronics,delete
T-01278,OrbtLabs,OrbitLabs,7469,consumer_electronics,delete
T-01279,Halodge,HaloEdge,123578,consumer_electronics,delete
T-01280,PeakWorks SRS-o940S,PeakWorks SRS-A940S,248708,running_fitness,substitute
T-01281,Action Cameraas,Action Cameras,177460,consumer_electronics,duplicate
T-01282,SmartPlugs,Smart Plugs,169459,consumer_electronics,remove_space
T-01283,L-c756S,L-A756S,57230,consumer_electronics,substitute
T-01284,HaloWaveSR-A967,HaloWave SR-A967,129592,consumer_electronics,remove_space
T-01285,Elektric Standing Desks,Electric Standing Desks,398820,home_office,phonetic
T-01286,YM-A04P4,YM-A044P,328588,running_fitness,transpose
T-01287,PS-9596S,PS-A596S,30070,consumer_electronics,substitute
T-01288,PortableSpeakers,Portable Speakers,30070,consumer_electronics,remove_space
T-01289,UC-A4u0X,UC-A470X,95351,consumer_electronics,substitute
T-01290,Or1itLink,OrbitLink,23183,consumer_electronics,substitute
T-01291,NexaAuwio,NexaAudio,96224,consumer_electronics,substitute
T-01292,NimbusPuvse,NimbusPulse,131241,consumer_electronics,substitute
T-01293,OH-y577X,OH-A577X,10282,consumer_electronics,substitute
T-01294,AtlasSport HRM-j427X,AtlasSport HRM-A427X,298275,running_fitness,substitute
T-01295,Running ods,Running Pods,301185,running_fitness,delete
T-01296,CS-A4u5,CS-A475,257923,running_fitness,substitute
T-01297,AeroEnduranke,AeroEndurance,275868,running_fitness,phonetic
T-01298,CadenceEndurazce,CadenceEndurance,256371,running_fitness,substitute
